5672.1701805547345,-3885.8512649988024
5683.523856864702,-3849.1013417427253
5683.523856864702,-3849.1013417427253
5685.881624334803,-3836.4028811198605
5673.660154372406,-3806.21345853584
5663.051513814189,-3803.2334345019026
5673.660154372406,-3806.21345853584
5527.089811709175,-3764.7711093754374
5663.051513814189,-3803.2334345019026
5512.939834157605,-3766.9838884156475
5514.868802862578,-3767.9179257995133
5517.285490717568,-3769.2633844118336
5520.211120275286,-3769.6748056404863
5523.093038968427,-3768.9742776027347
5525.497873515584,-3767.261875732347
5527.089811709175,-3764.7711093754374
5512.939834157605,-3766.9838884156475
5498.030540123653,-3766.6280646503747
5470.184868265187,-3768.6851707934384
5422.84895398283,-3777.4584505057055
5317.754227113586,-3796.9286821611536
5220.569604351207,-3818.189152135563
5113.654049194218,-3836.99221423105
5089.68642415527,-3836.3806421346662
5089.68642415527,-3836.3806421346662
5069.424130651063,-3834.812793668828
5052.056952168747,-3839.9499992797937
5052.056952168747,-3839.9499992797937
5036.673992095661,-3849.4794044933897
5021.088825048844,-3870.673157511822
5021.088825048844,-3870.673157511822
5020.890104833639,-3893.3791615325163
5023.103022968282,-3970.2482143218695
5023.103022968282,-3970.2482143218695
5020.259629142891,-4024.6002944658608
5018.216079729473,-4038.310628921165
5018.216079729473,-4038.310628921165
5015.858064016764,-4051.253718382544
5015.858064016764,-4051.253718382544
5009.316682502678,-4061.1834253317998
5002.936470106784,-4066.798769127394
4935.520367498955,-4104.727358605851
4924.772890380384,-4108.363432707152
4916.192016240631,-4110.542853269375
4906.462191906967,-4111.410173697264
4888.876437186565,-4111.176664351347
4888.876437186565,-4111.176664351347
4790.40523509712,-4075.661004781029
4769.761748259614,-4068.2109446958884
4769.761748259614,-4068.2109446958884
4752.575196588465,-4062.3064940909976
4678.71503184388,-4039.400339202177
4658.852129557059,-4033.2401402661753
4576.897431251582,-4007.8209800352515
4547.065115579246,-3998.213738373083
4521.305665706081,-3984.5367623957663
4509.9582310145415,-3974.640413924499
4500.624865197111,-3960.3741048359934
4494.066084375874,-3948.6652790601756
4490.435308771066,-3945.3739092315504
4485.016248182259,-3940.481332459296
4459.354828165291,-3928.2610100210595
4426.335188401114,-3912.193343120798
4124.044984107653,-3764.181776264247
4103.316849084556,-3762.502732871848
4091.0203465065174,-3767.495385078264
4071.9967809348514,-3778.1145005728717
4071.9967809348514,-3778.1145005728717
4060.5020805216923,-3783.151630749873
4038.324891861272,-3791.746998579405
4032.4635791592877,-3793.5928343617456
4024.521875232745,-3795.305236232133
4007.3283176304,-3801.9991708161433
3987.685800752322,-3807.970338376813
3963.2759865077937,-3814.630914482834
3963.2759865077937,-3814.630914482834
3937.2516321598473,-3820.9801447943655
3915.3443582085933,-3826.3175012732604
3780.56352080263,-3859.186721589325
3748.817798868919,-3864.43512212705
3661.3758296099218,-3857.2964078363993
3643.7678807025472,-3854.4609372070113
3638.663957979586,-3852.4038310641454
3539.1103689482466,-3811.6842489268847
3504.738891189208,-3802.8998497218236
3466.7499935432647,-3799.9420646730796
3443.768099670982,-3798.0628704129485
3443.768099670982,-3798.0628704129485
3434.405236763209,-3793.1258156699114
3422.5826530913523,-3787.64390578627
3410.6193480964607,-3782.6734925652445
3398.4059413566424,-3774.2004391548708
3388.3144110319877,-3758.599790946641
3380.3914854066365,-3749.114863703828
3355.289607571119,-3719.047755539164
3312.9693163194247,-3683.2874671303316
3308.5150200422163,-3679.1065378884255
3268.111320366181,-3637.997773508102
3261.81450758704,-3631.581826240594
3134.5478392602977,-3554.0456038912803
3134.5478392602977,-3554.0456038912803
3057.6060142028505,-3501.761749383147
3057.6060142028505,-3501.761749383147
3036.268255015871,-3487.2619309487245
3019.7312376882087,-3476.0312433575355
3001.8499726678933,-3461.8427707178002
2944.5650242969064,-3416.386284705432
2939.9918966723158,-3413.2728267593443
2939.9918966723158,-3413.2728267593443
2923.162323628841,-3401.652956925092
2923.162323628841,-3401.652956925092
2906.040304004962,-3390.388910855915
2879.9457879763436,-3374.4101998970214
2858.372072658934,-3369.306352764044
2858.372072658934,-3369.306352764044
2857.137134176491,-3370.3738240598623
2853.507845051598,-3372.2307793347995
2853.507845051598,-3372.2307793347995
2851.1784334597346,-3372.720037012025
2849.4773525538417,-3372.786753968001
2845.4898742686014,-3371.963911510894
2845.4898742686014,-3371.963911510894
2838.1546194546095,-3372.164062378823
2827.135581394548,-3372.8757099093687
2790.9910530458496,-3377.4347019017414
2744.011554761843,-3382.238322732826
2689.2850077968865,-3387.064182549301
2635.674760568932,-3393.2577399632914
2553.4177695045178,-3404.232679223172
2546.0718388611344,-3405.188955592231
2546.0718388611344,-3405.188955592231
2531.871196569384,-3326.929966219775
2528.3873714868864,-3301.1549822235784
2514.4036383786256,-3271.699446155495
2514.4036383786256,-3271.699446155495
2488.795666119034,-3249.6050142311847
2458.712821708806,-3227.1658780343955
2431.9263808897244,-3216.168699789124
2386.5997030812755,-3197.5880275469567
2341.80404607863,-3179.229745157912
2329.8739009211554,-3175.1822498279585
2329.8739009211554,-3175.1822498279585
2322.147041554372,-3168.0435355375057
2314.300849931818,-3160.2042932091044
2306.4437627542925,-3152.064824578612
2306.4437627542925,-3152.064824578612
2294.857723238131,-3135.8637237665957
2267.0359969197402,-3096.434002778277
2267.0359969197402,-3096.434002778277
2257.3720282431736,-3049.587580183003
2247.615829870964,-2926.2390480562453
2246.429655127295,-2902.1097489742624
2243.3717900567376,-2840.1964138185695
2243.3717900567376,-2840.1964138185695
2242.6227284746233,-2782.864309640641
2041.749751957826,-2801.511698838982
2200.8445784392984,-2786.4559057713573
2242.6227284746233,-2782.864309640641
1952.3918051698815,-2784.6211894816133
1963.7480611283759,-2791.4930359483587
2001.2598175522276,-2799.910491895353
2030.947380377133,-2801.089158117733
2041.749751957826,-2801.511698838982
1952.3918051698815,-2784.6211894816133
1934.243551838877,-2784.6545479596016
1907.4824496327524,-2788.6575653189702
1783.326403034957,-2623.0549610671023
1814.8099351952346,-2666.643372311739
